interval_start_local,region,total_outage_mw,solar_price,wind_price,natural_gas_price,coal_price,nuclear_price,oil_price,hydro_price
2021-09-09,PJM RTO,3521.73,39.51,23.15,53.13,42.46,8.38,98.83,4.88
2021-09-10,PJM RTO,3339.02,35.2,20.05,49.37,50.64,7.78,90.13,7.35
2021-09-11,PJM RTO,3506.61,27.66,21.96,33.22,44.49,7.9,83.18,9.3
2021-09-12,PJM RTO,4371.95,34.85,26.87,43.98,50.06,7.49,94.5,7.08
2021-09-13,PJM RTO,3065.66,27.26,36.72,44.9,45.77,8.24,82.06,10.62
2021-09-14,PJM RTO,3492.71,31.25,13.52,24.72,54.51,5.98,120.3,5.44
2021-09-15,PJM RTO,3166.04,39.86,20.54,36.39,39.62,8.59,85.91,5.26
2021-09-16,PJM RTO,3540.11,26.15,22.88,37.71,43.34,8.63,85.57,15.45
2021-09-17,PJM RTO,3061.62,29.5,24.75,47.8,48.6,8.06,118.64,6.75
2021-09-18,PJM RTO,3422.47,34.7,21.49,51.28,50.76,9.13,111.08,10.57
2021-09-19,PJM RTO,3493.46,33.26,34.7,28.31,47.3,7.19,69.69,5.87
2021-09-20,PJM RTO,3095.49,28.93,41.6,47.09,52.71,8.72,117.72,8.86
2021-09-21,PJM RTO,3813.12,24.22,22.93,52.48,53.35,7.89,96.0,15.96
2021-09-22,PJM RTO,4979.22,32.38,27.63,32.21,45.43,7.33,103.62,0.17
2021-09-23,PJM RTO,3023.54,30.71,33.03,38.06,47.92,5.82,100.68,6.14
2021-09-24,PJM RTO,3352.69,33.49,9.39,38.32,37.55,8.81,107.65,9.79
2021-09-25,PJM RTO,3456.99,24.43,22.74,57.67,54.98,7.64,74.41,9.21
2021-09-26,PJM RTO,4060.08,38.53,10.81,45.44,57.25,8.47,106.83,13.53
2021-09-27,PJM RTO,3660.29,25.54,31.12,47.63,48.81,7.2,79.62,9.77
2021-09-28,PJM RTO,3216.92,26.58,29.96,64.88,48.02,6.17,91.78,8.45
2021-09-29,PJM RTO,3761.86,32.31,30.75,34.58,37.72,9.0,130.52,13.29
2021-09-30,PJM RTO,3703.44,26.79,20.65,50.1,51.81,8.32,91.43,4.95
2021-10-01,PJM RTO,3176.6,27.26,25.12,43.15,48.66,6.64,71.38,12.19
2021-10-02,PJM RTO,3497.68,37.09,19.84,36.24,55.05,6.4,85.96,8.55
2021-10-03,PJM RTO,4290.41,30.71,39.62,24.6,44.72,8.48,78.49,13.51
2021-10-04,PJM RTO,3750.64,30.77,19.98,47.06,56.53,7.55,104.66,10.46
2021-10-05,PJM RTO,3057.18,34.28,26.52,45.62,53.25,10.66,72.49,8.44
2021-10-06,PJM RTO,3390.99,22.47,18.01,36.12,53.13,8.36,101.31,14.37
2021-10-07,PJM RTO,3455.74,31.27,15.95,46.67,54.86,8.72,64.28,5.68
2021-10-08,PJM RTO,3386.96,25.27,26.81,53.78,50.59,7.77,118.31,12.89
2021-10-09,PJM RTO,5272.0,29.87,31.07,38.26,52.24,6.65,85.64,10.02
2021-10-10,PJM RTO,3694.77,34.97,36.04,62.82,50.81,6.85,87.17,14.18
2021-10-11,PJM RTO,3050.43,38.64,21.92,48.88,49.99,7.34,83.45,6.68
2021-10-12,PJM RTO,3777.47,28.32,18.7,53.62,47.7,8.38,97.64,7.24
2021-10-13,PJM RTO,3050.92,29.54,20.28,45.8,56.78,8.37,115.13,7.4
2021-10-14,PJM RTO,3431.65,32.92,28.44,32.91,49.57,7.4,82.9,13.24
2021-10-15,PJM RTO,3131.48,36.59,23.19,49.42,58.34,8.25,70.67,11.68
2021-10-16,PJM RTO,3081.95,33.39,23.48,56.17,49.79,5.89,85.32,11.51
2021-10-17,PJM RTO,4428.15,34.87,24.59,51.71,46.89,8.54,81.33,11.4
2021-10-18,PJM RTO,3404.73,29.94,24.18,42.41,51.96,7.43,99.88,8.89
2021-10-19,PJM RTO,5593.6,32.79,38.81,49.35,51.67,8.29,98.5,8.38
2021-10-20,PJM RTO,4603.73,27.9,12.82,46.79,46.78,6.79,94.66,9.08
2021-10-21,PJM RTO,3544.56,20.23,16.67,57.82,51.35,7.28,83.23,7.02
2021-10-22,PJM RTO,3019.93,20.79,19.95,39.89,49.94,6.81,65.83,11.22
2021-10-23,PJM RTO,4188.77,23.27,33.02,48.28,44.75,7.27,86.75,12.54
2021-10-24,PJM RTO,4532.94,31.38,22.09,38.13,51.71,6.95,87.08,6.67
2021-10-25,PJM RTO,3359.32,37.25,32.82,40.34,47.04,6.35,96.59,6.31
2021-10-26,PJM RTO,3173.32,25.59,20.42,41.25,45.94,8.38,104.13,7.08
2021-10-27,PJM RTO,3609.73,34.55,28.74,25.21,54.42,8.83,81.85,16.56
2021-10-28,PJM RTO,6681.9,27.6,31.6,48.03,53.88,8.42,90.95,10.4
2021-10-29,PJM RTO,3066.74,34.24,13.66,34.48,48.22,8.73,90.7,12.99
2021-10-30,PJM RTO,4055.0,32.07,30.93,37.13,52.0,7.08,92.18,7.76
2021-10-31,PJM RTO,3022.35,28.61,34.8,44.29,48.78,8.22,101.69,4.44
2021-11-01,PJM RTO,3249.68,35.52,31.4,45.52,46.5,7.63,102.26,8.47
2021-11-02,PJM RTO,3707.16,31.93,28.36,40.76,49.49,8.46,100.12,12.76
2021-11-03,PJM RTO,3176.35,32.98,37.73,52.29,43.34,7.69,85.3,6.37
2021-11-04,PJM RTO,3084.88,37.85,27.55,45.63,47.96,7.66,82.64,7.62
2021-11-05,PJM RTO,3159.8,38.6,25.51,39.09,56.57,7.03,104.63,9.42
2021-11-06,PJM RTO,3933.21,33.27,40.64,24.22,55.35,8.47,93.79,9.39
2021-11-07,PJM RTO,3259.04,28.82,29.98,52.4,45.8,7.66,88.57,9.43
2021-11-08,PJM RTO,3501.69,19.94,14.08,44.39,53.7,7.08,90.83,13.06
2021-11-09,PJM RTO,3160.83,29.05,38.63,35.01,46.87,7.54,92.63,6.63
2021-11-10,PJM RTO,3659.33,26.69,28.56,47.22,46.0,8.44,96.76,13.85
2021-11-11,PJM RTO,3437.1,31.52,23.07,48.35,53.19,9.54,107.39,5.97
2021-11-12,PJM RTO,3822.5,24.58,24.7,33.34,52.8,10.23,87.54,9.62
2021-11-13,PJM RTO,3288.1,28.61,20.45,46.92,52.32,8.5,128.36,8.76
2021-11-14,PJM RTO,3047.43,31.5,15.81,57.7,56.79,6.22,78.24,11.81
2021-11-15,PJM RTO,3363.11,26.38,24.32,32.76,56.93,9.24,58.13,12.35
2021-11-16,PJM RTO,3010.12,39.58,30.65,32.7,52.73,7.41,88.55,11.29
2021-11-17,PJM RTO,3113.29,32.62,22.62,41.94,50.75,7.18,105.08,12.28
2021-11-18,PJM RTO,3625.24,29.94,33.34,46.01,45.63,7.73,93.17,9.35
2021-11-19,PJM RTO,4781.71,35.79,30.28,43.89,58.63,7.94,77.31,17.86
2021-11-20,PJM RTO,3040.28,28.08,29.05,33.13,50.13,8.34,109.37,6.33
2021-11-21,PJM RTO,3174.35,34.08,15.32,40.47,51.13,8.93,91.51,7.3
2021-11-22,PJM RTO,3264.96,38.41,26.15,40.29,48.72,9.24,119.41,10.72
2021-11-23,PJM RTO,3501.7,24.35,28.72,43.05,50.39,9.16,85.99,8.95
2021-11-24,PJM RTO,4090.14,33.83,21.07,48.27,44.18,6.44,92.22,7.59
2021-11-25,PJM RTO,3509.75,25.38,29.76,54.86,48.47,7.53,90.96,13.11
2021-11-26,PJM RTO,3282.34,27.14,30.38,53.41,45.38,7.6,89.2,4.86
2021-11-27,PJM RTO,3419.15,39.57,31.27,47.68,58.96,8.25,109.93,7.57
2021-11-28,PJM RTO,3598.26,32.63,16.51,31.03,46.36,7.75,90.34,9.18
2021-11-29,PJM RTO,3170.56,27.2,20.63,35.91,53.69,7.53,73.58,12.01
2021-11-30,PJM RTO,3597.28,38.53,16.46,29.43,46.82,7.36,99.81,10.6
2021-12-01,PJM RTO,4679.02,40.78,12.69,69.53,63.96,5.89,92.79,5.92
2021-12-02,PJM RTO,4207.75,38.39,24.38,79.41,58.37,8.71,94.56,5.83
2021-12-03,PJM RTO,4246.49,34.68,19.84,64.88,60.01,9.34,81.88,12.57
2021-12-04,PJM RTO,4102.81,44.44,26.24,54.22,55.53,8.38,113.74,13.65
2021-12-05,PJM RTO,4127.81,41.53,31.5,70.15,51.73,8.78,101.82,9.69
2021-12-06,PJM RTO,6145.04,41.33,17.98,71.8,55.79,8.36,115.43,10.86
2021-12-07,PJM RTO,4267.22,43.93,17.54,57.6,58.76,8.1,107.12,11.3
2021-12-08,PJM RTO,4396.91,39.42,21.6,65.39,63.86,8.95,121.77,9.36
2021-12-09,PJM RTO,4259.29,42.19,28.68,85.17,51.18,8.56,105.76,11.92
2021-12-10,PJM RTO,4324.05,43.1,32.08,59.05,71.44,6.45,117.48,14.65
2021-12-11,PJM RTO,5132.05,40.13,16.08,51.38,55.52,8.76,82.05,5.85
2021-12-12,PJM RTO,4612.86,48.41,28.21,70.98,55.22,9.65,111.13,11.23
2021-12-13,PJM RTO,4457.87,41.46,33.08,77.76,53.76,8.09,118.26,9.82
2021-12-14,PJM RTO,5619.62,48.44,29.2,74.82,54.57,8.71,117.92,12.08
2021-12-15,PJM RTO,4109.14,39.5,18.96,73.29,59.77,8.3,100.35,16.78
2021-12-16,PJM RTO,4392.2,46.98,32.23,67.56,65.79,6.73,104.62,7.85
2021-12-17,PJM RTO,4170.71,52.37,24.38,59.04,54.12,9.11,110.36,12.26
2021-12-18,PJM RTO,4191.02,38.37,40.88,67.83,53.28,7.16,92.6,3.74
2021-12-19,PJM RTO,4086.11,33.18,24.37,67.66,65.7,8.38,103.76,9.87
2021-12-20,PJM RTO,4382.09,44.54,28.29,71.01,53.25,8.29,127.97,12.24
2021-12-21,PJM RTO,4309.4,38.68,18.73,63.29,51.91,7.93,126.1,12.55
2021-12-22,PJM RTO,4273.4,38.65,13.45,72.47,56.21,8.32,119.82,13.14
2021-12-23,PJM RTO,4444.3,39.63,32.45,75.2,57.58,7.68,112.95,10.17
2021-12-24,PJM RTO,5439.35,40.63,23.2,79.03,54.97,7.61,113.09,10.46
2021-12-25,PJM RTO,4481.9,34.62,32.69,71.35,62.75,6.05,86.12,4.97
2021-12-26,PJM RTO,4593.38,31.16,28.87,70.95,57.06,8.6,86.85,10.33
2021-12-27,PJM RTO,4639.91,49.59,33.12,69.3,56.67,8.57,131.03,11.7
2021-12-28,PJM RTO,4006.94,38.51,28.29,71.26,58.56,8.5,90.41,9.7
2021-12-29,PJM RTO,4010.78,45.41,18.66,87.11,56.87,7.89,92.31,13.66
2021-12-30,PJM RTO,4008.68,33.38,24.31,67.19,54.89,10.32,125.18,7.93
2021-12-31,PJM RTO,4196.42,38.71,18.26,61.46,52.86,8.14,95.39,7.94
2022-01-01,PJM RTO,4568.69,39.24,34.07,66.17,56.04,8.03,93.62,15.36
2022-01-02,PJM RTO,4099.16,37.72,13.72,81.01,61.09,8.37,117.29,7.39
2022-01-03,PJM RTO,4892.16,43.5,17.98,64.77,52.4,8.43,119.57,11.86
2022-01-04,PJM RTO,4052.37,36.25,7.61,89.47,51.41,9.43,103.82,10.64
2022-01-05,PJM RTO,4184.87,36.49,22.14,74.98,50.85,6.55,102.03,10.56
2022-01-06,PJM RTO,4431.02,37.78,27.83,65.07,58.0,8.92,123.98,8.23
2022-01-07,PJM RTO,4119.42,42.88,21.32,73.29,61.87,6.51,95.89,10.16
2022-01-08,PJM RTO,4330.68,38.48,33.66,61.33,57.36,10.12,113.44,6.91
2022-01-09,PJM RTO,4045.26,40.79,30.26,88.57,58.57,9.79,74.9,13.73
2022-01-10,PJM RTO,4427.4,33.69,16.08,34.38,53.88,10.06,125.34,7.24
2022-01-11,PJM RTO,4105.28,32.61,23.7,62.17,51.85,8.62,118.67,8.57
2022-01-12,PJM RTO,4250.15,43.6,20.16,50.39,54.16,6.97,106.64,6.28
2022-01-13,PJM RTO,4715.41,36.45,44.86,78.74,64.8,8.07,115.56,14.67
2022-01-14,PJM RTO,4675.01,37.39,31.27,60.64,40.52,8.49,102.92,7.88
2022-01-15,PJM RTO,4087.18,34.59,29.84,77.09,64.31,9.05,113.59,9.65
2022-01-16,PJM RTO,4485.51,43.89,25.9,77.03,55.84,6.65,90.68,11.34
2022-01-17,PJM RTO,4625.73,38.48,27.11,80.39,49.06,7.6,135.78,3.39
2022-01-18,PJM RTO,4782.06,43.53,27.14,71.08,58.77,6.54,110.18,8.54
2022-01-19,PJM RTO,4222.74,37.98,22.15,74.88,56.68,9.77,118.93,12.81
2022-01-20,PJM RTO,4001.59,40.65,23.51,70.93,53.88,7.91,113.4,8.5
2022-01-21,PJM RTO,4045.24,39.75,21.47,73.58,44.77,6.59,121.84,10.91
2022-01-22,PJM RTO,4477.08,44.05,22.85,56.75,53.93,7.99,112.15,17.04
2022-01-23,PJM RTO,4515.11,37.71,34.61,63.08,53.72,8.29,92.11,6.1
2022-01-24,PJM RTO,4795.92,44.79,21.75,68.6,57.09,8.04,114.21,8.2
2022-01-25,PJM RTO,4169.12,46.8,16.81,73.69,58.12,8.94,99.5,7.33
2022-01-26,PJM RTO,5222.89,39.34,23.21,82.95,57.8,8.01,105.99,11.0
2022-01-27,PJM RTO,4424.84,40.05,8.97,75.12,50.35,9.68,94.03,5.62
2022-01-28,PJM RTO,4842.02,39.67,29.6,66.19,57.77,7.5,128.74,7.41
2022-01-29,PJM RTO,4606.9,40.4,35.68,90.53,58.55,8.51,102.29,6.12
2022-01-30,PJM RTO,5185.86,43.8,18.78,77.16,52.88,6.18,117.71,4.43
2022-01-31,PJM RTO,4226.19,35.86,21.21,91.3,56.23,8.92,132.66,10.67
2022-02-01,PJM RTO,4238.77,44.71,19.65,73.04,57.04,8.86,104.46,14.89
2022-02-02,PJM RTO,4441.15,43.93,32.27,72.0,60.85,8.69,111.89,15.81
2022-02-03,PJM RTO,4135.03,32.72,21.67,83.3,56.5,5.63,90.17,13.88
2022-02-04,PJM RTO,5880.94,39.6,40.59,80.59,48.89,9.2,99.4,1.01
2022-02-05,PJM RTO,4007.57,31.49,17.57,72.8,59.41,7.59,100.61,6.42
2022-02-06,PJM RTO,4048.02,33.82,10.86,64.34,66.16,8.41,127.51,10.73
2022-02-07,PJM RTO,4679.99,43.89,20.5,79.55,57.27,8.35,126.73,7.53
2022-02-08,PJM RTO,5001.84,41.31,16.87,60.97,64.43,8.81,111.86,8.96
2022-02-09,PJM RTO,4092.18,42.24,36.68,71.35,51.86,6.39,77.14,9.49
2022-02-10,PJM RTO,4049.49,38.73,33.66,77.31,51.79,8.08,103.03,12.19
2022-02-11,PJM RTO,4281.43,45.01,23.64,71.18,59.65,8.92,102.76,8.26
2022-02-12,PJM RTO,4124.68,33.12,20.29,58.48,53.24,5.87,110.82,13.89
2022-02-13,PJM RTO,4290.03,41.56,30.92,78.48,52.63,9.43,95.41,9.91
2022-02-14,PJM RTO,4620.87,43.72,22.68,75.24,54.01,7.22,132.32,6.67
2022-02-15,PJM RTO,4258.65,43.37,18.68,74.76,54.22,8.44,82.19,8.67
2022-02-16,PJM RTO,4619.12,45.09,27.07,59.12,61.02,8.1,109.91,14.49
2022-02-17,PJM RTO,4128.06,36.93,17.94,84.2,54.13,8.88,110.83,9.33
2022-02-18,PJM RTO,4056.5,41.38,26.11,75.9,53.99,6.44,110.85,11.36
2022-02-19,PJM RTO,4097.71,37.69,13.46,73.59,60.83,8.1,88.03,10.52
2022-02-20,PJM RTO,4451.47,45.63,16.93,86.28,57.35,8.89,106.85,12.91
2022-02-21,PJM RTO,4750.95,49.94,28.99,67.71,43.84,7.9,80.39,10.86
2022-02-22,PJM RTO,4474.11,43.82,22.71,73.86,47.76,8.81,119.69,10.78
2022-02-23,PJM RTO,4408.76,44.34,23.96,57.33,59.11,7.92,117.58,8.59
2022-02-24,PJM RTO,4012.61,42.56,42.46,80.91,58.16,8.05,119.19,8.37
2022-02-25,PJM RTO,4243.23,37.15,30.29,63.36,54.67,7.58,111.84,12.25
2022-02-26,PJM RTO,4136.47,47.58,23.57,56.53,55.76,10.55,104.49,10.96
2022-02-27,PJM RTO,5182.89,42.91,12.67,77.61,54.1,7.55,123.45,12.03
2022-02-28,PJM RTO,4648.65,34.87,24.96,79.52,54.36,7.8,97.18,11.38
2022-03-01,PJM RTO,3392.17,23.78,28.65,51.52,51.28,9.38,68.34,2.24
2022-03-02,PJM RTO,3024.82,35.78,12.72,48.1,48.68,8.73,76.55,4.17
2022-03-03,PJM RTO,4659.0,35.78,15.04,57.21,57.28,6.62,82.85,6.5
2022-03-04,PJM RTO,3209.87,28.47,11.6,37.77,50.66,8.8,82.79,6.27
2022-03-05,PJM RTO,3240.0,27.91,14.17,61.32,48.94,7.46,113.64,3.55
2022-03-06,PJM RTO,3539.61,28.35,27.89,57.9,53.96,8.92,101.76,8.39
2022-03-07,PJM RTO,3839.58,39.2,28.85,33.04,46.92,9.37,88.3,11.44
2022-03-08,PJM RTO,3138.33,30.1,21.98,45.24,53.23,8.37,87.79,5.47
2022-03-09,PJM RTO,3205.01,27.51,17.47,47.58,47.63,8.72,112.14,3.75
2022-03-10,PJM RTO,4514.7,24.87,24.9,53.62,51.99,7.87,94.97,7.43
2022-03-11,PJM RTO,3320.73,33.99,18.82,50.95,56.2,9.47,73.84,2.38
2022-03-12,PJM RTO,3033.85,41.94,25.52,44.18,51.95,8.85,114.45,8.5
2022-03-13,PJM RTO,3990.36,29.65,29.19,34.83,48.76,9.2,68.13,6.78
2022-03-14,PJM RTO,4231.32,25.85,29.1,59.32,58.43,7.98,89.49,5.0
2022-03-15,PJM RTO,4796.42,26.84,15.68,39.75,48.72,8.09,98.88,-0.67
2022-03-16,PJM RTO,3137.2,24.03,27.6,45.21,52.09,8.34,97.76,12.56
2022-03-17,PJM RTO,3131.69,22.86,27.13,40.73,48.26,6.31,107.72,4.56
2022-03-18,PJM RTO,3033.59,34.86,19.42,47.19,49.14,8.56,91.46,2.76
2022-03-19,PJM RTO,3548.96,33.19,25.38,45.92,46.88,7.59,86.1,2.95
2022-03-20,PJM RTO,3388.53,25.59,22.8,45.34,47.9,6.6,96.17,5.81
2022-03-21,PJM RTO,3054.11,31.58,20.47,40.78,56.96,7.98,90.77,7.94
2022-03-22,PJM RTO,3250.46,37.1,19.89,39.9,41.94,8.8,77.34,3.62
2022-03-23,PJM RTO,3699.97,26.99,32.33,55.51,43.76,9.34,102.21,6.06
2022-03-24,PJM RTO,4931.57,32.35,23.45,53.44,47.3,8.7,105.12,-2.07
2022-03-25,PJM RTO,3134.54,29.48,30.47,47.47,49.72,9.29,71.53,-0.41
2022-03-26,PJM RTO,3097.85,27.67,14.69,53.53,50.58,9.52,82.69,6.32
2022-03-27,PJM RTO,4442.99,31.18,28.31,33.57,45.57,7.44,71.68,7.85
2022-03-28,PJM RTO,3070.82,29.42,28.08,33.9,59.94,9.14,88.06,0.44
2022-03-29,PJM RTO,3654.22,31.06,6.94,27.68,47.75,6.53,106.54,5.25
2022-03-30,PJM RTO,3132.09,25.39,25.73,27.62,51.76,8.09,98.03,6.29
2022-03-31,PJM RTO,3282.8,34.27,17.54,24.68,53.23,8.82,81.11,4.11
2022-04-01,PJM RTO,4422.43,21.64,22.95,38.33,45.98,9.01,83.06,1.9
2022-04-02,PJM RTO,3050.94,21.25,13.81,30.22,51.25,6.96,94.88,4.33
2022-04-03,PJM RTO,3362.5,27.31,18.74,51.36,44.91,8.16,102.11,2.85
2022-04-04,PJM RTO,3202.01,30.92,20.34,42.77,53.9,9.76,106.25,0.98
2022-04-05,PJM RTO,3152.87,32.45,20.86,52.85,49.9,8.17,85.81,5.93
2022-04-06,PJM RTO,3470.37,27.07,41.52,34.75,51.91,8.24,83.79,0.62
2022-04-07,PJM RTO,3048.63,28.51,28.47,59.9,50.97,9.08,93.22,3.02
2022-04-08,PJM RTO,3069.43,31.6,25.28,42.54,50.57,6.97,78.31,3.41
2022-04-09,PJM RTO,3325.25,22.37,20.31,48.14,49.63,6.79,88.47,7.36
2022-04-10,PJM RTO,3774.81,36.33,40.35,36.01,49.09,8.77,83.95,11.33
2022-04-11,PJM RTO,3252.36,30.79,26.03,32.89,48.7,9.6,79.17,4.12
2022-04-12,PJM RTO,3658.19,28.0,14.26,53.93,56.1,6.1,114.93,7.27
2022-04-13,PJM RTO,3106.66,19.41,15.37,21.16,56.83,7.02,56.99,7.74
2022-04-14,PJM RTO,3394.12,33.52,28.26,51.25,55.24,7.44,79.07,2.61
2022-04-15,PJM RTO,3633.07,29.42,23.13,73.31,38.93,8.86,106.63,6.69
2022-04-16,PJM RTO,3661.58,34.46,30.24,33.07,51.9,6.13,110.67,5.61
2022-04-17,PJM RTO,3974.45,36.12,18.83,39.16,49.37,8.21,100.4,3.92
2022-04-18,PJM RTO,3084.56,28.82,30.69,40.84,49.5,7.49,85.16,1.32
2022-04-19,PJM RTO,3167.28,19.98,27.81,45.69,34.61,8.5,68.02,7.71
2022-04-20,PJM RTO,3605.97,26.98,28.94,48.1,46.34,8.32,76.11,9.31
2022-04-21,PJM RTO,3091.13,32.22,18.94,38.63,54.0,8.71,99.6,1.32
2022-04-22,PJM RTO,4215.73,27.07,31.39,46.47,43.62,7.77,81.83,8.35
2022-04-23,PJM RTO,3811.86,31.59,36.06,46.22,48.21,10.39,111.35,1.59
2022-04-24,PJM RTO,3085.26,31.53,26.2,48.73,64.85,9.39,79.3,5.12
2022-04-25,PJM RTO,4078.94,24.28,31.81,41.4,63.51,8.79,77.07,5.7
2022-04-26,PJM RTO,3512.69,25.59,30.91,24.27,51.54,8.52,118.54,-0.08
2022-04-27,PJM RTO,3669.91,28.23,26.7,36.32,49.44,7.37,113.75,3.73
2022-04-28,PJM RTO,4088.49,34.15,26.2,58.51,49.84,9.42,61.83,2.63
2022-04-29,PJM RTO,5195.81,31.3,35.93,35.56,49.22,7.71,79.59,6.14
2022-04-30,PJM RTO,3051.29,39.17,32.59,43.35,49.53,6.81,61.06,3.9
2022-05-01,PJM RTO,3055.07,26.02,12.07,37.26,50.06,7.71,99.37,3.62
2022-05-02,PJM RTO,3249.03,32.06,14.35,38.99,45.51,7.61,48.51,5.38
2022-05-03,PJM RTO,4860.46,26.5,22.26,56.47,51.77,9.44,61.2,6.53
2022-05-04,PJM RTO,4375.79,28.67,21.22,30.86,50.76,8.3,88.43,9.17
2022-05-05,PJM RTO,3110.9,27.09,23.19,41.34,44.22,7.95,119.09,4.45
2022-05-06,PJM RTO,3314.05,32.57,7.87,32.51,41.67,6.63,72.64,6.88
2022-05-07,PJM RTO,3292.13,25.56,16.27,27.16,45.11,8.05,112.87,1.41
2022-05-08,PJM RTO,3202.12,30.1,36.62,45.27,51.14,8.27,75.38,4.6
2022-05-09,PJM RTO,4064.12,29.33,28.88,44.61,44.87,6.75,62.54,6.3
2022-05-10,PJM RTO,3670.41,41.88,23.21,42.09,45.5,7.86,102.05,-1.37
2022-05-11,PJM RTO,3942.33,29.75,18.89,42.27,54.8,8.78,109.18,7.31
2022-05-12,PJM RTO,3195.95,39.85,28.74,56.36,48.48,8.6,67.86,-2.01
2022-05-13,PJM RTO,3376.33,32.07,24.12,42.25,46.83,7.06,100.11,2.48
2022-05-14,PJM RTO,3039.01,33.12,28.34,31.6,53.76,6.43,67.04,5.17
2022-05-15,PJM RTO,3323.91,33.38,32.62,44.26,48.33,7.95,74.56,5.04
2022-05-16,PJM RTO,3128.9,26.91,26.61,34.64,49.28,8.49,108.19,9.69
2022-05-17,PJM RTO,3634.49,35.36,24.16,26.52,49.21,7.43,65.56,4.25
2022-05-18,PJM RTO,4284.51,27.33,23.43,54.34,49.64,8.56,105.31,6.42
2022-05-19,PJM RTO,3315.54,28.82,31.41,43.29,51.75,8.07,73.56,4.27
2022-05-20,PJM RTO,4431.81,24.28,25.51,43.17,56.83,7.53,85.61,1.91
2022-05-21,PJM RTO,3147.64,36.03,17.43,30.3,58.17,7.04,99.84,7.79
2022-05-22,PJM RTO,3291.28,22.08,23.42,47.21,52.78,8.51,77.81,6.26
2022-05-23,PJM RTO,3386.79,40.09,32.72,48.45,45.0,8.78,96.18,1.48
2022-05-24,PJM RTO,3992.35,35.48,19.74,47.87,51.34,9.3,79.2,7.44
2022-05-25,PJM RTO,3044.55,32.38,38.84,32.25,45.29,7.19,96.18,9.58
2022-05-26,PJM RTO,3133.42,24.63,23.39,46.02,47.07,9.5,119.76,3.75
2022-05-27,PJM RTO,3162.79,28.32,18.29,23.95,50.78,6.95,68.9,7.38
2022-05-28,PJM RTO,3608.18,31.3,15.44,32.91,46.28,8.43,95.56,11.93
2022-05-29,PJM RTO,3019.75,27.77,34.63,46.88,65.18,8.82,61.99,4.53
2022-05-30,PJM RTO,3592.0,32.39,40.02,28.64,50.65,8.62,77.79,0.89
2022-05-31,PJM RTO,3340.12,37.71,32.85,27.98,52.14,8.72,63.71,1.86
2022-06-01,PJM RTO,4143.55,28.92,20.65,67.12,44.57,8.77,101.06,3.34
2022-06-02,PJM RTO,4387.91,23.78,34.45,51.82,55.98,6.51,94.23,11.34
2022-06-03,PJM RTO,4637.43,29.93,11.13,53.97,49.78,7.86,101.51,7.13
2022-06-04,PJM RTO,4114.05,30.35,19.89,58.39,52.27,7.55,70.15,11.2
2022-06-05,PJM RTO,5320.37,30.52,36.85,58.77,54.21,10.16,59.82,14.67
2022-06-06,PJM RTO,5521.41,30.49,24.0,30.2,43.42,8.63,96.48,15.9
2022-06-07,PJM RTO,4130.96,28.8,8.02,45.02,40.89,7.11,110.47,11.61
2022-06-08,PJM RTO,4310.36,38.0,33.47,67.35,45.53,6.61,80.27,6.3
2022-06-09,PJM RTO,4986.86,34.88,18.73,52.48,47.1,8.17,102.25,8.3
2022-06-10,PJM RTO,4210.81,35.9,25.47,63.1,46.96,7.44,100.67,10.3
2022-06-11,PJM RTO,4577.16,20.17,19.59,48.57,56.6,9.23,87.84,9.01
2022-06-12,PJM RTO,4035.31,41.46,23.07,64.97,53.4,7.4,96.2,13.59
2022-06-13,PJM RTO,4231.63,34.3,19.3,64.47,48.35,8.59,121.36,10.62
2022-06-14,PJM RTO,4067.24,39.27,36.62,70.68,58.36,6.36,108.98,12.0
2022-06-15,PJM RTO,4179.48,30.97,26.2,62.75,43.16,7.95,85.86,10.86
2022-06-16,PJM RTO,4282.74,26.61,22.1,56.53,48.59,8.36,82.64,5.99
2022-06-17,PJM RTO,4012.16,25.38,23.76,71.78,51.97,7.6,110.65,9.99
2022-06-18,PJM RTO,5030.92,37.56,36.89,73.43,45.61,8.84,78.51,12.1
2022-06-19,PJM RTO,4169.09,29.57,21.73,76.03,45.25,7.99,71.27,11.01
2022-06-20,PJM RTO,4118.27,27.8,14.81,43.51,46.94,8.45,85.75,7.32
2022-06-21,PJM RTO,4476.33,26.52,26.0,68.99,47.04,8.23,79.98,11.51
2022-06-22,PJM RTO,4020.56,35.95,30.11,57.97,45.95,9.01,86.83,7.35
2022-06-23,PJM RTO,4246.41,28.05,26.94,57.53,53.97,6.86,72.09,8.32
2022-06-24,PJM RTO,4238.34,25.03,29.06,67.62,54.23,7.44,85.19,7.93
2022-06-25,PJM RTO,4435.55,26.2,37.2,62.34,47.76,9.05,103.41,11.48
2022-06-26,PJM RTO,4567.28,31.89,30.7,62.41,63.36,8.86,74.99,6.0
2022-06-27,PJM RTO,4668.29,22.56,27.68,48.21,55.59,7.87,102.02,13.66
2022-06-28,PJM RTO,4652.85,34.3,25.92,64.45,52.26,7.93,84.67,10.4
2022-06-29,PJM RTO,4608.13,34.11,16.85,73.09,51.44,8.34,116.45,11.18
2022-06-30,PJM RTO,4988.96,32.22,26.98,38.2,50.07,8.39,78.74,6.96
2022-07-01,PJM RTO,4518.48,25.69,27.0,77.06,46.6,9.28,75.77,6.77
